Year,Quarter,NameOfStation,Line,StationLoad,Latitude,Longitude
2023,I квартал,Кунцевская,Арбатско-Покровская линия,3,55.730634,37.445123
2023,I квартал,Кунцевская,Большая кольцевая линия,4,55.730634,37.445123
2023,I квартал,Кунцевская,Филёвская линия,4,55.730634,37.445123
2023,I квартал,Курская,Арбатско-Покровская линия,1,55.758564,37.659039
2023,I квартал,Курская,Кольцевая линия,3,55.758564,37.659039
2023,I квартал,Кутузовская,Московское центральное кольцо,1,55.740544,37.5341
2023,I квартал,Кутузовская,Филёвская линия,2,55.740544,37.5341
2023,I квартал,Ленинский проспект,Калужско-Рижская линия,3,55.70678,37.58499
2023,I квартал,Лермонтовский проспект,Таганско-Краснопресненская линия,5,55.702036,37.851044
2023,I квартал,Лесопарковая,Бутовская линия Лёгкого метро,5,55.581656,37.577816
2023,I квартал,Лефортово,Большая кольцевая линия,4,55.764693,37.706757
2023,I квартал,Лихоборы,Московское центральное кольцо,2,55.855143,37.561589
2023,I квартал,Локомотив,Московское центральное кольцо,2,55.803219,37.745742
2023,I квартал,Ломоносовский проспект,Солнцевская линия,3,55.70706,37.516063
2023,I квартал,Лубянка,Сокольническая линия,2,55.759889,37.625336
2023,I квартал,Лужники,Московское центральное кольцо,1,55.720278,37.563056
2023,I квартал,Лухмановская,Некрасовская линия,5,55.708516,37.900569
2023,I квартал,Люблино,Люблинско-Дмитровская линия,5,55.676596,37.761639
2023,I квартал,Марксистская,Калининская линия,1,55.740746,37.65604
2023,I квартал,Марьина роща,Большая кольцевая линия,3,55.793723,37.61618
2023,I квартал,Марьина роща,Большая кольцевая линия,3,55.793723,37.61618
2023,I квартал,Марьина роща,Люблинско-Дмитровская линия,1,55.793723,37.61618
2023,I квартал,Марьина роща,Люблинско-Дмитровская линия,1,55.793723,37.61618
2023,I квартал,Марьино,Люблинско-Дмитровская линия,5,55.649158,37.743844
2023,I квартал,Маяковская,Замоскворецкая линия,1,55.769808,37.596192
2023,I квартал,Медведково,Калужско-Рижская линия,3,55.888103,37.661562
2023,I квартал,Менделеевская,Серпуховско-Тимирязевская линия,1,55.781999,37.599141
2023,I квартал,Минская,Солнцевская линия,3,55.723947,37.497872
2023,I квартал,Митино,Арбатско-Покровская линия,5,55.846098,37.36122
2023,I квартал,Мичуринский проспект,Большая кольцевая линия,3,55.6888,37.485
2023,I квартал,Мичуринский проспект,Солнцевская линия,3,55.6888,37.485
2023,I квартал,Мнёвники,Большая кольцевая линия,4,55.761148,37.47139
2023,I квартал,Молодёжная,Арбатско-Покровская линия,5,55.741375,37.415627
2023,I квартал,Москва-Сити,Московское центральное кольцо,1,55.748324,37.533282
2023,I квартал,Москва-Сити,Филёвская линия,2,55.748324,37.533282
2023,I квартал,Мякинино,Арбатско-Покровская линия,5,55.823342,37.385214
2023,I квартал,Нагатинская,Серпуховско-Тимирязевская линия,1,55.682099,37.620917
